Date,Away_Team,Home_Team,Away_Score,Home_Score,Home_Win,Away_L10,Home_L10,L10_Diff,Away_Pitcher_ERA,Home_Pitcher_ERA,ERA_Diff,Away_Lineup_OPS,Home_Lineup_OPS,OPS_Diff,Away_Bullpen_ERA,Home_Bullpen_ERA,Bullpen_ERA_Diff
2025-2026,Lotte Giants,Doosan Bears,5,6,1,0.4,0.8,0.4,3.7,3.42,-0.28000000000000025,0.807,0.697,-0.1100000000000001,5.18,5.14,-0.040000000000000036
2025-2026,Hanwha Eagles,Kia Tigers,3,6,0,0.5,0.6,0.09999999999999998,4.03,4.16,0.1299999999999999,0.789,0.761,-0.028000000000000025,3.91,2.89,-1.02
2025-2026,LG Twins,NC Dinos,10,6,1,0.4,0.6,0.19999999999999996,3.81,3.72,-0.08999999999999986,0.77,0.675,-0.09499999999999997,6.09,4.28,-1.8099999999999996
2025-2026,Kiwoom Heroes,Kia Tigers,9,2,1,0.5,0.7,0.19999999999999996,3.73,4.48,0.7500000000000004,0.804,0.719,-0.08500000000000008,3.91,4.09,0.17999999999999972
2025-2026,Kia Tigers,Doosan Bears,9,4,1,0.6,0.9,0.30000000000000004,4.88,4.37,-0.5099999999999998,0.81,0.774,-0.03600000000000003,4.43,4.67,0.2400000000000002
2025-2026,LG Twins,NC Dinos,3,4,1,0.4,0.6,0.19999999999999996,4.49,4.93,0.4399999999999995,0.823,0.659,-0.16399999999999992,5.38,4.35,-1.0300000000000002
2025-2026,Kiwoom Heroes,KT Wiz,5,3,1,0.5,0.4,-0.09999999999999998,3.65,3.69,0.040000000000000036,0.779,0.781,0.0020000000000000018,5.7,3.67,-2.0300000000000002
2025-2026,Kia Tigers,Hanwha Eagles,4,5,1,0.6,0.4,-0.19999999999999996,4.92,3.88,-1.04,0.73,0.754,0.02400000000000002,5.74,3.98,-1.7600000000000002
2025-2026,Kia Tigers,NC Dinos,3,7,1,0.6,0.6,0.0,4.45,3.32,-1.1300000000000003,0.749,0.788,0.039000000000000035,5.15,3.64,-1.5100000000000002
2025-2026,Doosan Bears,Kiwoom Heroes,1,4,0,0.8,0.5,-0.30000000000000004,4.85,3.74,-1.1099999999999994,0.812,0.768,-0.04400000000000004,5.02,4.95,-0.0699999999999994
2025-2026,Hanwha Eagles,KT Wiz,5,2,1,0.4,0.3,-0.10000000000000003,4.7,4.4,-0.2999999999999998,0.691,0.837,0.14600000000000002,4.71,4.21,-0.5
